source_id,split,file,original_split,is_eval_sample
IMG_0692_JPG.jpg,train,IMG_0692_JPG.rf.7eed7e54fe80af995a5bc265559c62f2.jpg,train,False
IMG_0692_JPG.jpg,train,IMG_0692_JPG.rf.d9c5106f4d671dc89d4a46940d476b7f.jpg,train,False
IMG_0693_JPG.jpg,train,IMG_0693_JPG.rf.393407fec198e70b90fda7905d9a49b5.jpg,train,False
IMG_0693_JPG.jpg,train,IMG_0693_JPG.rf.55b926d3c788a5b2571dc897374d01ba.jpg,valid,False
IMG_0693_JPG.jpg,train,IMG_0693_JPG.rf.8d807956cdcdc24b3378b26957033a81.jpg,test,False
IMG_0693_JPG.jpg,train,IMG_0693_JPG.rf.8f46db409f0f5f2e01291748c98207c4.jpg,train,False
IMG_0693_JPG.jpg,train,IMG_0693_JPG.rf.ddc229c4fea120b8d7f54a51244dfd91.jpg,train,False
IMG_0694_JPG.jpg,train,IMG_0694_JPG.rf.07297a6ca83615a8334a72889851f27f.jpg,test,False
IMG_0694_JPG.jpg,train,IMG_0694_JPG.rf.3606ed69e606ac83c74741823d30996d.jpg,train,False
IMG_0694_JPG.jpg,train,IMG_0694_JPG.rf.6575dafbf5d7ee6c21e7d708e54b9a50.jpg,train,False
IMG_0694_JPG.jpg,train,IMG_0694_JPG.rf.6c3ede6d51d0b909932a1b6820dae9c1.jpg,valid,False
IMG_0694_JPG.jpg,train,IMG_0694_JPG.rf.8cc61f1407a65c50d42ad6b9990baee6.jpg,train,False
IMG_0695_JPG.jpg,train,IMG_0695_JPG.rf.3af8b2cc9e89796f16a9bbc66b9bd739.jpg,train,False
IMG_0695_JPG.jpg,train,IMG_0695_JPG.rf.405d70569de8e6016fe4533eefb663c3.jpg,train,False
IMG_0695_JPG.jpg,train,IMG_0695_JPG.rf.71bb3c5ab90af4f588c3fe4510adeba3.jpg,train,False
IMG_0695_JPG.jpg,train,IMG_0695_JPG.rf.792636fb6d147a5b95b26204cb78ae5a.jpg,train,False
IMG_0696_JPG.jpg,train,IMG_0696_JPG.rf.27dfe9ae400aab317c7d8f8ec1cd5653.jpg,valid,False
IMG_0696_JPG.jpg,train,IMG_0696_JPG.rf.31c0ce1ffd816679cc367777335be6ee.jpg,valid,False
IMG_0696_JPG.jpg,train,IMG_0696_JPG.rf.3d22b9e627719670bfdaa5bf6d1f2e39.jpg,valid,False
IMG_0696_JPG.jpg,train,IMG_0696_JPG.rf.9accaa575c89c3ab71d36534b63dc932.jpg,valid,False
IMG_0696_JPG.jpg,train,IMG_0696_JPG.rf.e8731e0d31370d9f17cb926fbd196248.jpg,train,False
IMG_0697_JPG.jpg,train,IMG_0697_JPG.rf.22544447f130e909f851e511498792d3.jpg,train,False
IMG_0697_JPG.jpg,train,IMG_0697_JPG.rf.4d26d659150b165c7e227de263e45dc8.jpg,train,False
IMG_0697_JPG.jpg,train,IMG_0697_JPG.rf.68ed7d339bca81eb20b05ef494b53f3c.jpg,train,False
IMG_0697_JPG.jpg,train,IMG_0697_JPG.rf.6d07671ed8a8c136babb105d1a441fa7.jpg,train,False
IMG_0697_JPG.jpg,train,IMG_0697_JPG.rf.dff8128c82f1a6b19867da1432c157a1.jpg,test,False
IMG_0698_JPG.jpg,train,IMG_0698_JPG.rf.1d970fe8043c1eeff3943cde22b59c8a.jpg,train,False
IMG_0698_JPG.jpg,train,IMG_0698_JPG.rf.90f37f70edd4a8b5e7c593323666743e.jpg,train,False
IMG_0698_JPG.jpg,train,IMG_0698_JPG.rf.a5282bb6507aa2ca7ebd1bdd387d0765.jpg,valid,False
IMG_0698_JPG.jpg,train,IMG_0698_JPG.rf.a78fdf1e9a25d901f6f5bc2370542ad8.jpg,train,False
IMG_0698_JPG.jpg,train,IMG_0698_JPG.rf.f208d02b71b69f758b4b04104148ab62.jpg,valid,False
IMG_0699_JPG.jpg,train,IMG_0699_JPG.rf.1abaf9f5a8c60d40448d1e9fab16cf88.jpg,train,False
IMG_0699_JPG.jpg,train,IMG_0699_JPG.rf.21220f5ff621ca308020e687b71e7b3f.jpg,train,False
IMG_0699_JPG.jpg,train,IMG_0699_JPG.rf.731854cf2e9370b7fd30d65f1c3d6f10.jpg,valid,False
IMG_0699_JPG.jpg,train,IMG_0699_JPG.rf.a74cc10314e5cf2bffdc366753fe506b.jpg,train,False
IMG_0699_JPG.jpg,train,IMG_0699_JPG.rf.dfd613a1c7ffcfdd478c571a338320d0.jpg,train,False
IMG_0703_JPG.jpg,train,IMG_0703_JPG.rf.0bee280dcd2df9bc066ead81cf36a2d7.jpg,train,False
IMG_0703_JPG.jpg,train,IMG_0703_JPG.rf.4116746be8d02a166196969a14e508e1.jpg,train,False
IMG_0703_JPG.jpg,train,IMG_0703_JPG.rf.445239a5143d72a152eb117f41460dd7.jpg,train,False
IMG_0703_JPG.jpg,train,IMG_0703_JPG.rf.559e4021979d6e1fe7b5e6c57bff5089.jpg,train,False
IMG_0703_JPG.jpg,train,IMG_0703_JPG.rf.61f329726cdd95b5bacea74fd49ff91e.jpg,train,False
IMG_0706_JPG.jpg,train,IMG_0706_JPG.rf.0ba2bba9f34dae6dc01e2cf3f564917e.jpg,valid,False
IMG_0706_JPG.jpg,train,IMG_0706_JPG.rf.393834482ab055963f4f5f2151347ba6.jpg,train,False
IMG_0706_JPG.jpg,train,IMG_0706_JPG.rf.4e277a707c680b21ed84dd9f7fa79f61.jpg,valid,False
IMG_0706_JPG.jpg,train,IMG_0706_JPG.rf.6f0f87826671f9b2558c25700c9f7520.jpg,train,False
IMG_0706_JPG.jpg,train,IMG_0706_JPG.rf.d0d708c4e90b0a464c699ee1d793e43c.jpg,test,False
IMG_0707_JPG.jpg,train,IMG_0707_JPG.rf.05fcee1ec88bf9de01def9029721cc11.jpg,train,False
IMG_0707_JPG.jpg,train,IMG_0707_JPG.rf.890e94381fe55f8b40ec898b7f445d1b.jpg,train,False
IMG_0707_JPG.jpg,train,IMG_0707_JPG.rf.955bb328f0438e14293f3bb7321f295c.jpg,train,False
IMG_0707_JPG.jpg,train,IMG_0707_JPG.rf.b1095ce59e3f2bd30e57fdfc855c4d5d.jpg,train,False
IMG_0707_JPG.jpg,train,IMG_0707_JPG.rf.c4afb544e0677500522f6e726f04b1ed.jpg,train,False
IMG_0708_JPG.jpg,train,IMG_0708_JPG.rf.10dcd75eccbe75cb0264d03992a8274f.jpg,train,False
IMG_0708_JPG.jpg,train,IMG_0708_JPG.rf.2fe9a3356241ea8cad91c53c86bbeb64.jpg,train,False
IMG_0708_JPG.jpg,train,IMG_0708_JPG.rf.92e94ff2b1a9e4b63facc20bb155ca63.jpg,valid,False
IMG_0708_JPG.jpg,train,IMG_0708_JPG.rf.af5a75be1b0ec37d3407a9917781e3e3.jpg,train,False
IMG_0708_JPG.jpg,train,IMG_0708_JPG.rf.c0770dbcc6670f73d7948ef1399feb60.jpg,valid,False
IMG_0709_JPG.jpg,train,IMG_0709_JPG.rf.3d6fad251e553d855fb0356f0f178e31.jpg,train,False
IMG_0709_JPG.jpg,train,IMG_0709_JPG.rf.530f68396d92c3f2276b5b3f696aff55.jpg,train,False
IMG_0709_JPG.jpg,train,IMG_0709_JPG.rf.c958590b8ae84902c38c50765d44f2c6.jpg,train,False
IMG_0709_JPG.jpg,train,IMG_0709_JPG.rf.d621d3839822be1785e67cc230ea8124.jpg,train,False
IMG_0710_JPG.jpg,train,IMG_0710_JPG.rf.274081178931d7a3cf2d94a8dc07aa03.jpg,valid,False
IMG_0710_JPG.jpg,train,IMG_0710_JPG.rf.2d4b2346fb61cb8145d79b06706b76db.jpg,test,False
IMG_0710_JPG.jpg,train,IMG_0710_JPG.rf.5912f53d258b7998be87cdbb0794bd7f.jpg,train,False
IMG_0710_JPG.jpg,train,IMG_0710_JPG.rf.747a86844db90ce97168f0b931b2545d.jpg,train,False
IMG_0710_JPG.jpg,train,IMG_0710_JPG.rf.b7ef8047ee4b1ce4321baef963776507.jpg,train,False
IMG_0713_JPG.jpg,train,IMG_0713_JPG.rf.3819e86e21697aa7b756ead086454b1f.jpg,train,False
IMG_0713_JPG.jpg,train,IMG_0713_JPG.rf.637e29d5cf2b7f6f3a12ce9342c00aaf.jpg,train,False
IMG_0713_JPG.jpg,train,IMG_0713_JPG.rf.6deff39d38a8c8fd15647f86be11bb57.jpg,train,False
IMG_0713_JPG.jpg,train,IMG_0713_JPG.rf.840f13e253f4fd61c61e5709e61702bb.jpg,train,False
IMG_0713_JPG.jpg,train,IMG_0713_JPG.rf.9d98af1e7a8dd0c4c48ed7de7540b4dd.jpg,train,False
IMG_0714_JPG.jpg,train,IMG_0714_JPG.rf.18ccf0c5571391d474cfdb06422c4a45.jpg,train,False
IMG_0714_JPG.jpg,train,IMG_0714_JPG.rf.5373377d7a5e931d7f46520d352afe87.jpg,test,False
IMG_0714_JPG.jpg,train,IMG_0714_JPG.rf.58f90286075813962e7e8e3d34eaa175.jpg,train,False
IMG_0714_JPG.jpg,train,IMG_0714_JPG.rf.d6e5b8b7915804366d322f0b6be8f3f8.jpg,train,False
IMG_0714_JPG.jpg,train,IMG_0714_JPG.rf.f2770601bc3a3328bec415f7a4320fed.jpg,train,False
IMG_0715_JPG.jpg,train,IMG_0715_JPG.rf.08eadf05e614a16352f5e73df8be95a5.jpg,train,False
IMG_0715_JPG.jpg,train,IMG_0715_JPG.rf.5020750875a1cb251e8d5766be2896ce.jpg,valid,False
IMG_0715_JPG.jpg,train,IMG_0715_JPG.rf.6bd38d336d8eadb541da647643a25d37.jpg,test,False
IMG_0715_JPG.jpg,train,IMG_0715_JPG.rf.834c875ab0afae910efce94709ab61b7.jpg,train,False
IMG_0715_JPG.jpg,train,IMG_0715_JPG.rf.c841b90959d7c7b0eb964527d253d9b2.jpg,test,False
IMG_0716_JPG.jpg,train,IMG_0716_JPG.rf.31d31e50aa6d4c531295de7095a0966f.jpg,test,False
IMG_0716_JPG.jpg,train,IMG_0716_JPG.rf.8c8c8c77cd07cf147d9a924ec3192c86.jpg,train,False
IMG_0716_JPG.jpg,train,IMG_0716_JPG.rf.9e033e5fb385bc6d02b6da5b3efb9c83.jpg,train,False
IMG_0716_JPG.jpg,train,IMG_0716_JPG.rf.b8a434214a097ae6dc1e68de6b4626d3.jpg,train,False
IMG_0716_JPG.jpg,train,IMG_0716_JPG.rf.d1b0ffe53d712fc81d3d19cce09923e4.jpg,train,False
IMG_0719_JPG.jpg,train,IMG_0719_JPG.rf.0fc684b49158bb9318c87a8c44dd8d46.jpg,train,False
IMG_0719_JPG.jpg,train,IMG_0719_JPG.rf.70f7e5044eb129d559106452054918f0.jpg,valid,False
IMG_0719_JPG.jpg,train,IMG_0719_JPG.rf.86889e53ff1edb0803efb91922180a33.jpg,train,False
IMG_0719_JPG.jpg,train,IMG_0719_JPG.rf.b32e93f471286908749bd04eef03329b.jpg,valid,False
IMG_0719_JPG.jpg,train,IMG_0719_JPG.rf.b3bf434bf4e0e080e4265d14b3d879f0.jpg,train,False
IMG_0720_JPG.jpg,train,IMG_0720_JPG.rf.4553943581145140ce41474f887eed78.jpg,train,False
IMG_0720_JPG.jpg,train,IMG_0720_JPG.rf.8ecd0ac300048300b345a717ad57a020.jpg,train,False
IMG_0720_JPG.jpg,train,IMG_0720_JPG.rf.acdc083dc16506211fbec386095e4fcf.jpg,train,False
IMG_0720_JPG.jpg,train,IMG_0720_JPG.rf.ed5981fa425646cfc04e265f7ce5eac3.jpg,train,False
IMG_0720_JPG.jpg,train,IMG_0720_JPG.rf.f80d2947fe950a2940375a0ef3a6e383.jpg,valid,False
IMG_0721_JPG.jpg,train,IMG_0721_JPG.rf.3724b9e785734daf3cb316511d8f3b3f.jpg,valid,False
IMG_0721_JPG.jpg,train,IMG_0721_JPG.rf.3b84bbfc34315c2ca6edf4a49c846267.jpg,train,False
IMG_0721_JPG.jpg,train,IMG_0721_JPG.rf.6b17f196d90059943487a57f831fbd00.jpg,valid,False
IMG_0721_JPG.jpg,train,IMG_0721_JPG.rf.b3789f6faad44f279a3533dbbd413abb.jpg,train,False
IMG_0721_JPG.jpg,train,IMG_0721_JPG.rf.d5c28754c6d65d6feb4c951d92a0d171.jpg,train,False
IMG_0722_JPG.jpg,train,IMG_0722_JPG.rf.162463dd9aa2cfc50629d0bb895d72c0.jpg,train,False
IMG_0722_JPG.jpg,train,IMG_0722_JPG.rf.3606eae280dd3b5985913c59344c0caa.jpg,valid,False
IMG_0722_JPG.jpg,train,IMG_0722_JPG.rf.af437f50ab4bb0f1ee4ab5fb59d7fe85.jpg,valid,False
IMG_0722_JPG.jpg,train,IMG_0722_JPG.rf.b4ad5e39e8dd5946ca3a99ba92df5f41.jpg,train,False
IMG_0722_JPG.jpg,train,IMG_0722_JPG.rf.d4fd9a391e4bd7ba4c2a3dbe66d925c1.jpg,valid,False
IMG_0723_JPG.jpg,train,IMG_0723_JPG.rf.0cfd2e707c814ef03dbf66156cf8a764.jpg,train,False
IMG_0723_JPG.jpg,train,IMG_0723_JPG.rf.1d76b6f7b1868d51f90065b09e86dea1.jpg,valid,False
IMG_0723_JPG.jpg,train,IMG_0723_JPG.rf.6e9465459a9a6c825921e522d49d3853.jpg,train,False
IMG_0723_JPG.jpg,train,IMG_0723_JPG.rf.a99b84031ba987bc9595b3093b2378d7.jpg,train,False
IMG_0725_JPG.jpg,train,IMG_0725_JPG.rf.0154a491dfcbbaac68d2e6aee1c8e8ff.jpg,train,False
IMG_0725_JPG.jpg,train,IMG_0725_JPG.rf.2d760d62f373cce29371ecf7841b0894.jpg,train,False
IMG_0725_JPG.jpg,train,IMG_0725_JPG.rf.705303d627c94261785d612ae4289e64.jpg,test,False
IMG_0725_JPG.jpg,train,IMG_0725_JPG.rf.713d96b7ea8c639f134eae025e07bff0.jpg,train,False
IMG_0725_JPG.jpg,train,IMG_0725_JPG.rf.b571cf113eabf7c6e24e36fc99465e53.jpg,train,False
IMG_0728_JPG.jpg,train,IMG_0728_JPG.rf.0925e094b0cc6bfcc42f5879dcbe6f52.jpg,train,False
IMG_0728_JPG.jpg,train,IMG_0728_JPG.rf.af861ac1509f035d8ee9004c7798db9d.jpg,train,False
IMG_0728_JPG.jpg,train,IMG_0728_JPG.rf.f3dd2c3edfda40fbea7c51fbc44fbab3.jpg,test,False
IMG_0728_JPG.jpg,train,IMG_0728_JPG.rf.fcfafab7d867a01ce81abbc92fab3636.jpg,train,False
IMG_0729_JPG.jpg,train,IMG_0729_JPG.rf.35fb18b777ed451823b4ea8f3fafef7e.jpg,train,False
IMG_0729_JPG.jpg,train,IMG_0729_JPG.rf.3ff2c9aa620d7bcb21a584552fe695ab.jpg,train,False
IMG_0729_JPG.jpg,train,IMG_0729_JPG.rf.b32d8165d72cc1d7e76e1982c9c9a517.jpg,valid,False
IMG_0729_JPG.jpg,train,IMG_0729_JPG.rf.e21a147736d83f52d520f6126ad64fc5.jpg,test,False
IMG_0729_JPG.jpg,train,IMG_0729_JPG.rf.f681a0acedb83f969a1d73e1b0fc649b.jpg,train,False
IMG_0731_JPG.jpg,train,IMG_0731_JPG.rf.1127a6f300ee1523ec5c23a9cbd1fecf.jpg,train,False
IMG_0731_JPG.jpg,train,IMG_0731_JPG.rf.b385e8c1268b0e9d1f0aaab69a4b596d.jpg,train,False
IMG_0731_JPG.jpg,train,IMG_0731_JPG.rf.cc173667ffacb34183fa328552565937.jpg,train,False
IMG_0731_JPG.jpg,train,IMG_0731_JPG.rf.d61f79bcd659fff1be897a822bec56b8.jpg,train,False
IMG_0731_JPG.jpg,train,IMG_0731_JPG.rf.ed7824824013982e5e4f5c269f9c7a87.jpg,train,False
IMG_0732_JPG.jpg,train,IMG_0732_JPG.rf.043b5d91534079b67aa7e4fe67bf5788.jpg,train,False
IMG_0732_JPG.jpg,train,IMG_0732_JPG.rf.8f760adcd70bac0676b0c899eebbe265.jpg,valid,False
IMG_0732_JPG.jpg,train,IMG_0732_JPG.rf.ae457c52d124d7f759697afa049f3b3b.jpg,train,False
IMG_0732_JPG.jpg,train,IMG_0732_JPG.rf.def6b8edfeb0fdc01ac4f1903d8d2d3a.jpg,test,False
IMG_0732_JPG.jpg,train,IMG_0732_JPG.rf.fe210663938cf1eb4c5b9cf2b7268464.jpg,valid,False
IMG_0733_JPG.jpg,train,IMG_0733_JPG.rf.323ceab2c3b1db06c52a456a49f68207.jpg,train,False
IMG_0733_JPG.jpg,train,IMG_0733_JPG.rf.698e4c90f5ef19be6d018cdf031242b9.jpg,train,False
IMG_0733_JPG.jpg,train,IMG_0733_JPG.rf.aa12872312f34c50568549a4d015743c.jpg,train,False
IMG_0733_JPG.jpg,train,IMG_0733_JPG.rf.bbb0fd47c8b4c54de5fe4772871ded71.jpg,train,False
IMG_0735_JPG.jpg,train,IMG_0735_JPG.rf.1581eb74c76bbc33248b21b36ccc9dbe.jpg,valid,False
IMG_0735_JPG.jpg,train,IMG_0735_JPG.rf.19ee85d62ca8178b6fd0a60cd68d1f20.jpg,train,False
IMG_0735_JPG.jpg,train,IMG_0735_JPG.rf.31821a15510031efb306708418510f20.jpg,train,False
IMG_0735_JPG.jpg,train,IMG_0735_JPG.rf.6c4dfa3a1fa907ea4796642ab93e57ce.jpg,test,False
IMG_0738_JPG.jpg,train,IMG_0738_JPG.rf.14a6b3731ae92f31d5885cdee655e869.jpg,valid,False
IMG_0738_JPG.jpg,train,IMG_0738_JPG.rf.8befff404338a91c207d38d2eaa0e222.jpg,train,False
IMG_0738_JPG.jpg,train,IMG_0738_JPG.rf.bcde74da08f0d4d8d2a26c74648d9a9c.jpg,valid,False
IMG_0738_JPG.jpg,train,IMG_0738_JPG.rf.c1e79f92739631017bcf6c170882473b.jpg,train,False
IMG_0738_JPG.jpg,train,IMG_0738_JPG.rf.f34983b8708dd4c6eac0f9ed645c6063.jpg,train,False
IMG_0739_JPG.jpg,train,IMG_0739_JPG.rf.2d282e9ad19b081e749d1b832eff3717.jpg,test,False
IMG_0739_JPG.jpg,train,IMG_0739_JPG.rf.579f823e0f6604477c8e2677154a225b.jpg,train,False
IMG_0739_JPG.jpg,train,IMG_0739_JPG.rf.59240e12efefde733707337e337eb1f8.jpg,valid,False
IMG_0739_JPG.jpg,train,IMG_0739_JPG.rf.9a5be73bf97e0886cf53be15fead9aba.jpg,test,False
IMG_0740_JPG.jpg,train,IMG_0740_JPG.rf.02feaaa7ab3a96179726d58ff00f15fa.jpg,test,False
IMG_0740_JPG.jpg,train,IMG_0740_JPG.rf.1e977db4c4c74cbd6f86e7069af4fc8a.jpg,train,False
IMG_0740_JPG.jpg,train,IMG_0740_JPG.rf.9ce5c7cc90e761977d56e16af8def875.jpg,train,False
IMG_0740_JPG.jpg,train,IMG_0740_JPG.rf.b380c84da4c82ff3fc27b723a4d87717.jpg,train,False
IMG_0740_JPG.jpg,train,IMG_0740_JPG.rf.c8ee719b14af1f18e57cc7cf5886de8c.jpg,train,False
IMG_0742_JPG.jpg,train,IMG_0742_JPG.rf.0dc3c319373458fa468a2d4abfd065f9.jpg,train,False
IMG_0742_JPG.jpg,train,IMG_0742_JPG.rf.2046e8f452a525761d72f88703cb35f6.jpg,train,False
IMG_0742_JPG.jpg,train,IMG_0742_JPG.rf.a566c84c2b9aa001177dd6ce9a4b67d4.jpg,train,False
IMG_0742_JPG.jpg,train,IMG_0742_JPG.rf.ecde9fd8241c07cf42de604947e4a1fa.jpg,train,False
IMG_0742_JPG.jpg,train,IMG_0742_JPG.rf.f98da15b8913caf24050e0420c9df6e2.jpg,train,False
IMG_0743_JPG.jpg,train,IMG_0743_JPG.rf.4fd5e7a05ad8b13bd5affd67134a6845.jpg,train,False
IMG_0743_JPG.jpg,train,IMG_0743_JPG.rf.90578b7797bf748643f2d1b05fa6e7aa.jpg,train,False
IMG_0743_JPG.jpg,train,IMG_0743_JPG.rf.b5fb0750f6d4bdb24f00595a18aff1e6.jpg,valid,False
IMG_0743_JPG.jpg,train,IMG_0743_JPG.rf.d5930deede04f0ba8f4c8cd8e467d5ff.jpg,train,False
IMG_0743_JPG.jpg,train,IMG_0743_JPG.rf.e290255ade26dcb06d4cc2577c9e398c.jpg,test,False
IMG_0744_JPG.jpg,train,IMG_0744_JPG.rf.9cf6caf89b4cbdfbe35c108278e4b6b6.jpg,valid,False
IMG_0744_JPG.jpg,train,IMG_0744_JPG.rf.9ea19e8b0cec5f896d0833352b63407d.jpg,test,False
IMG_0744_JPG.jpg,train,IMG_0744_JPG.rf.ba115d9752222daa7261c4f5e9e4516d.jpg,train,False
IMG_0744_JPG.jpg,train,IMG_0744_JPG.rf.d3a1611dc47ca6dc0296331aa7d33a71.jpg,train,False
IMG_0744_JPG.jpg,train,IMG_0744_JPG.rf.ea5cb1a7a94985e153f1eaf5ff25f329.jpg,train,False
IMG_0746_JPG.jpg,train,IMG_0746_JPG.rf.133a60c617c47f070a69fdecd5e0c7e4.jpg,test,False
IMG_0746_JPG.jpg,train,IMG_0746_JPG.rf.2f69c218f2af0720c7838dda5d317bbf.jpg,train,False
IMG_0746_JPG.jpg,train,IMG_0746_JPG.rf.44631ca3dc903449b7e466a0777c51d0.jpg,valid,False
IMG_0746_JPG.jpg,train,IMG_0746_JPG.rf.f7157e73dbf30bba25696e4f2bf1b60d.jpg,train,False
IMG_0747_JPG.jpg,train,IMG_0747_JPG.rf.6dc83e436e4301e66a4ed9f509a7d356.jpg,train,False
IMG_0747_JPG.jpg,train,IMG_0747_JPG.rf.c0fd66e42834396ee42c16fedcf745b3.jpg,test,False
IMG_0747_JPG.jpg,train,IMG_0747_JPG.rf.d554d7b37e4c8a6fa297cc121191042a.jpg,valid,False
IMG_0747_JPG.jpg,train,IMG_0747_JPG.rf.e190254a61af41391d9eeb7c0c01aef4.jpg,valid,False
IMG_0747_JPG.jpg,train,IMG_0747_JPG.rf.fd5e33d2f28652af5d135b0e078a9b1c.jpg,train,False
IMG_0749_JPG.jpg,train,IMG_0749_JPG.rf.0c39d56acce587cade7ec4072ff2a49e.jpg,train,False
IMG_0749_JPG.jpg,train,IMG_0749_JPG.rf.39d10bcf67c8bfd4606cd09130fd3e99.jpg,valid,False
IMG_0749_JPG.jpg,train,IMG_0749_JPG.rf.c671c05dedb50054608ce3bf7c262f7c.jpg,train,False
IMG_0749_JPG.jpg,train,IMG_0749_JPG.rf.f0d03a1b4a39a96a2e2d87ff02d2a92c.jpg,train,False
IMG_0751_JPG.jpg,train,IMG_0751_JPG.rf.96663071d0c2218536490418eb4e8954.jpg,train,False
IMG_0751_JPG.jpg,train,IMG_0751_JPG.rf.b4272784eb7fa3bce77456725dddfeeb.jpg,train,False
IMG_0751_JPG.jpg,train,IMG_0751_JPG.rf.d8483cac0537e1bb5c293aacdcb25573.jpg,train,False
IMG_0751_JPG.jpg,train,IMG_0751_JPG.rf.dad65bd26dac9b89fc51bc98c9403981.jpg,train,False
IMG_0751_JPG.jpg,train,IMG_0751_JPG.rf.f08b882ace059353466cfab780f009ec.jpg,valid,False
IMG_0754_JPG.jpg,train,IMG_0754_JPG.rf.21d8349d9ada1c0172a1e70011a09f35.jpg,test,False
IMG_0754_JPG.jpg,train,IMG_0754_JPG.rf.260adb679fc796c43470f8a188cd4cc0.jpg,train,False
IMG_0754_JPG.jpg,train,IMG_0754_JPG.rf.9c31d09e92a218559da4de18f0597391.jpg,train,False
IMG_0754_JPG.jpg,train,IMG_0754_JPG.rf.dff1d8104356adbee770ba358dec857c.jpg,train,False
IMG_0755_JPG.jpg,train,IMG_0755_JPG.rf.9392528b943fce74a35372779025822b.jpg,valid,False
IMG_0755_JPG.jpg,train,IMG_0755_JPG.rf.ae8ff0e84092622b8a9089792bbcbde2.jpg,train,False
IMG_0755_JPG.jpg,train,IMG_0755_JPG.rf.c65e942da4587f17c34ad9268726b7a6.jpg,train,False
IMG_0755_JPG.jpg,train,IMG_0755_JPG.rf.c7a421b99cab8d095386ca789f2fbb01.jpg,train,False
IMG_0755_JPG.jpg,train,IMG_0755_JPG.rf.e59ed9437dd0a6bfc97d106ed5a828ec.jpg,train,False
IMG_0756_JPG.jpg,train,IMG_0756_JPG.rf.04b6838bb993b6b855d7dfa774a32566.jpg,train,False
IMG_0756_JPG.jpg,train,IMG_0756_JPG.rf.07b2cb13ee6fe23693f8940302af8f15.jpg,train,False
IMG_0756_JPG.jpg,train,IMG_0756_JPG.rf.2aa5ae4381d51642e0595507b736a368.jpg,train,False
IMG_0756_JPG.jpg,train,IMG_0756_JPG.rf.d6d2186abf0b972d455b6d046b44d7f0.jpg,train,False
IMG_0756_JPG.jpg,train,IMG_0756_JPG.rf.f260f683bb34899ff7fd067993012f4a.jpg,train,False
IMG_0757_JPG.jpg,train,IMG_0757_JPG.rf.0cc2b15e84d8448558ee77509bd35c5c.jpg,test,False
IMG_0757_JPG.jpg,train,IMG_0757_JPG.rf.43eab8ce47d227dfb8458c9753e499b6.jpg,train,False
IMG_0757_JPG.jpg,train,IMG_0757_JPG.rf.4860bc20076c0247ea3bd8f0ef3200bb.jpg,train,False
IMG_0757_JPG.jpg,train,IMG_0757_JPG.rf.db9081d2c394da2fc642b2c555b7940f.jpg,valid,False
IMG_0757_JPG.jpg,train,IMG_0757_JPG.rf.f4cf69aa34e26586c4e3cfc0d91aef49.jpg,test,False
IMG_0758_JPG.jpg,train,IMG_0758_JPG.rf.008ed823296973815fa84e0ba6cbbe44.jpg,train,False
IMG_0758_JPG.jpg,train,IMG_0758_JPG.rf.1b079c007855147849de0c4562327417.jpg,valid,False
IMG_0758_JPG.jpg,train,IMG_0758_JPG.rf.62be58691e24ccad9bdee267b35bcff7.jpg,train,False
